# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug  5 04:42:23 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_name_display like '% b%'   nejvnitrnejsi planety
# CONSTRAINT:  and pl_orbperstr not null            znama perioda obehu
# CONSTRAINT:  and pl_orbsmaxstr not null           znama hl. poloosa
# CONSTRAINT:  and pl_radestr not null              znamy polomer planety
# CONSTRAINT:  and pl_bmassestr not null            znama hmotnost planety
# CONSTRAINT:  and pl_bmassprov like '%mass%'       hmotnost dokazana
# CONSTRAINT:  and pl_orbeccenstr not null)         znama vystrednost
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,st_mass,st_masserr1,st_masserr2,st_masslim
HD 86065 b,1,1,Radial Velocity,2022,0,25775.78859000,13279.46721000,-9595.00303000,0,15.947000,4.799000,-4.381000,0,12.500,,,0,1.120,,,0,2877.30057,854.95841,-815.86552,0,9.05300,2.69000,-2.56700,0,Mass,0.219000,0.156000,-0.152000,0,0,0.81,0.09,-0.09,0
HD 86226 b,1,2,Radial Velocity,2009,0,1628.00000000,22.00000000,-21.00000000,0,2.730000,0.060000,-0.060000,0,14.300,,,0,1.280,,,0,143.02350,12.71320,-15.89150,0,0.45000,0.04000,-0.05000,0,Mass,0.059000,0.062000,-0.039000,0,0,1.02,0.06,-0.07,0
HD 86264 b,1,1,Radial Velocity,2009,0,1488.79123000,58.01645000,-46.45772000,0,2.763000,0.145000,-0.155000,0,12.500,,,0,1.110,,,0,3117.26102,3741.79384,-608.95923,0,9.80800,11.77300,-1.91600,0,Mass,0.821000,0.101000,-0.185000,0,0,1.26,0.18,-0.18,0
HD 8673 b,2,1,Radial Velocity,2009,0,1644.69097000,10.98617000,-15.69616000,0,2.970000,0.147000,-0.171000,0,12.300,,,0,1.100,,,0,4210.59074,536.49435,-450.04502,0,13.24800,1.68800,-1.41600,0,Mass,0.730000,0.042000,-0.026000,0,0,1.28,0.20,-0.20,0
HD 87883 b,1,1,Radial Velocity,2009,0,3309.22118000,27.48456000,-30.46482000,0,4.055000,0.147000,-0.161000,0,12.800,,,0,1.140,,,0,1719.13385,149.06152,-201.82104,0,5.40900,0.46900,-0.63500,0,Mass,0.707000,0.007000,-0.007000,0,0,0.81,0.09,-0.09,0
HD 88072 b,1,1,Radial Velocity,2022,0,18538.79293000,8925.77796000,-3716.76086000,0,13.895000,4.140000,-2.029000,0,12.600,,,0,1.120,,,0,2511.79790,485.32398,-319.73538,0,7.90300,1.52700,-1.00600,0,Mass,0.156000,0.142000,-0.100000,0,0,1.04,0.13,-0.13,0
HD 88133 b,1,1,Radial Velocity,2004,0,3.41488400,0.00003000,-0.00003000,0,0.047900,0.003300,-0.003300,0,13.800,,,0,1.230,,,0,324.18660,193.87630,-88.99240,0,1.02000,0.61000,-0.28000,0,Mass,0.031000,0.021000,-0.021000,0,0,1.26,,,0
HD 88986 b,1,1,Radial Velocity,2023,0,146.05000000,0.43000000,-0.40000000,0,0.580000,0.040000,-0.040000,0,2.490,0.180,-0.180,0,0.222,0.016,-0.016,0,17.20000,4.00000,-3.80000,0,0.05412,0.01259,-0.01196,0,Mass,0.240000,0.050000,-0.050000,0,0,1.25,0.05,-0.05,0
HD 89307 b,1,1,Radial Velocity,2009,0,2166.00000000,38.00000000,-38.00000000,0,3.270000,0.070000,-0.070000,0,13.400,,,0,1.190,,,0,642.01338,85.81367,-47.67426,0,2.02000,0.27000,-0.15000,0,Mass,0.200000,0.050000,-0.050000,0,0,1.27,0.12,-0.12,0
HD 89345 b,1,1,Transit,2018,0,11.81430000,0.00020000,-0.00020000,0,0.106600,0.001200,-0.001400,0,7.398,0.314,-0.336,0,0.660,0.028,-0.030,0,34.96130,5.40311,-5.72094,0,0.11000,0.01700,-0.01800,0,Mass,0.220000,0.095000,-0.130000,0,0,1.16,0.04,-0.05,0
HD 89839 b,1,1,Radial Velocity,2023,0,3441.00000000,18.00000000,-17.00000000,0,4.761000,0.042000,-0.042000,0,12.900,,,0,1.150,,,0,1592.32032,251.08444,-241.54959,0,5.01000,0.79000,-0.76000,0,Mass,0.187000,0.013000,-0.013000,0,0,1.21,0.03,-0.03,0
HD 93963 A b,2,2,Transit,2022,0,1.03761090,0.00000850,-0.00000850,0,0.020610,0.000400,-0.000400,0,1.470,0.073,-0.066,0,0.131,0.007,-0.006,0,2.80000,2.30000,-2.30000,0,0.00881,0.00724,-0.00724,0,Mass,0.000000,,,0,0,1.08,0.03,-0.03,0
HD 95338 b,1,1,Radial Velocity,2020,0,55.08700000,0.02000000,-0.02000000,0,0.262000,0.002000,-0.002000,0,3.890,0.190,-0.200,0,0.347,0.017,-0.018,0,42.44000,2.22000,-2.08000,0,0.13353,0.00698,-0.00654,0,Mass,0.197000,0.029000,-0.024000,0,0,0.83,0.02,-0.02,0
HD 95544 b,1,1,Radial Velocity,2021,0,2041.54152000,262.59531000,-184.27313000,0,3.166000,0.294000,-0.250000,0,12.800,,,0,1.140,,,0,1913.64484,513.61071,-81.99973,0,6.02100,1.61600,-0.25800,0,Mass,0.049000,0.045000,-0.029000,0,0,1.01,0.14,-0.14,0
HD 97037 b,1,1,Radial Velocity,2022,0,6449.08337000,141.95600000,-153.98638000,0,6.925000,0.283000,-0.318000,0,12.100,,,0,1.080,,,0,6707.76853,622.94368,-657.90480,0,21.10500,1.96000,-2.07000,0,Mass,0.357000,0.027000,-0.030000,0,0,1.06,0.13,-0.13,0
HD 97658 b,1,1,Radial Velocity,2010,0,9.48971160,0.00000080,-0.00000080,0,0.080500,0.001000,-0.001100,0,2.120,0.060,-0.060,0,0.189,0.005,-0.005,0,8.30000,1.10000,-1.10000,0,0.02611,0.00346,-0.00346,0,Mass,0.050000,0.040000,-0.030000,0,0,0.85,0.08,-0.08,0
HD 98649 b,1,1,Radial Velocity,2012,0,5697.30430000,326.53593000,-287.04400000,0,6.297000,0.338000,-0.336000,0,12.600,,,0,1.120,,,0,2665.30902,625.16848,-452.90548,0,8.38600,1.96700,-1.42500,0,Mass,0.841000,0.023000,-0.017000,0,0,1.02,0.12,-0.12,0
HIP 116454 b,2,1,Transit,2014,0,9.09490000,0.00260000,-0.00260000,0,0.077650,0.000930,-0.000930,0,2.530,0.180,-0.180,0,0.226,0.016,-0.016,0,10.10000,1.20000,-1.10000,0,0.03178,0.00378,-0.00346,0,Mass,0.089000,,,1,0,0.76,0.03,-0.03,0
HIP 21152 b,2,1,Imaging,2022,0,22000.00000000,11000.00000000,-5800.00000000,0,17.000000,5.000000,-4.000000,0,12.000,,,0,1.070,,,0,7627.88177,1906.97044,-1271.31363,0,24.00000,6.00000,-4.00000,0,Mass,0.360000,0.370000,-0.250000,0,0,1.40,0.05,-0.05,0
HIP 35965 b,1,1,Radial Velocity,2022,0,26125.56497000,13613.39551000,-10171.69978000,0,15.898000,5.059000,-4.506000,0,12.600,,,0,1.120,,,0,2589.98369,1374.29003,-970.96578,0,8.14900,4.32400,-3.05500,0,Mass,0.138000,0.107000,-0.087000,0,0,0.78,0.09,-0.09,0
HIP 39017 b,1,1,Imaging,2024,0,31000.00000000,19000.00000000,-9500.00000000,0,22.100000,8.000000,-8.000000,0,12.000,,,0,1.070,,,0,7500.75041,2892.23850,-2351.93021,0,23.60000,9.10000,-7.40000,0,Mass,0.550000,0.350000,-0.390000,0,0,1.52,0.28,-0.26,0
HIP 54597 b,1,1,Radial Velocity,2023,0,3274.00000000,47.00000000,-46.00000000,0,4.000000,0.100000,-0.100000,0,13.300,,,0,1.180,,,0,762.78818,127.13136,-63.56568,0,2.40000,0.40000,-0.20000,0,Mass,0.030000,0.030000,-0.020000,0,0,0.80,0.04,-0.04,0
HIP 55507 b,1,1,Radial Velocity,2022,0,5138.43727000,887.26948000,-529.24741000,0,5.062000,0.596000,-0.467000,0,12.600,,,0,1.120,,,0,2585.53409,792.02839,-546.34703,0,8.13500,2.49200,-1.71900,0,Mass,0.362000,0.124000,-0.195000,0,0,0.65,0.08,-0.08,0
HIP 56640 b,1,1,Radial Velocity,2021,0,2675.57603000,183.35403000,-108.29793000,0,4.550000,0.221000,-0.150000,0,12.700,,,0,1.130,,,0,2151.69832,590.84301,-385.52586,0,6.77000,1.85900,-1.21300,0,Mass,0.118000,0.062000,-0.076000,0,0,1.75,0.10,-0.10,0
HIP 65 A b,2,1,Transit,2020,0,0.98097340,0.00000310,-0.00000310,0,0.017820,0.000200,-0.000210,0,22.754,6.837,-5.492,0,2.030,0.610,-0.490,0,1021.18779,24.79074,-24.79074,0,3.21300,0.07800,-0.07800,0,Mass,0.000000,,,0,0,0.78,0.03,-0.03,0
HIP 65891 b,1,1,Radial Velocity,2015,0,1079.55726000,20.64275000,-18.39667000,0,2.794000,0.093000,-0.098000,0,12.800,,,0,1.140,,,0,1871.37366,240.59610,-89.94544,0,5.88800,0.75700,-0.28300,0,Mass,0.128000,0.040000,-0.036000,0,0,2.49,0.24,-0.24,0
HIP 66074 b,1,1,Astrometry,2023,0,310.90000000,21.70000000,-17.70000000,0,0.799000,0.035000,-0.035000,0,12.900,,,0,1.150,,,0,1589.14204,635.65681,-635.65681,0,5.00000,2.00000,-2.00000,0,Mass,0.948000,0.004000,-0.004000,0,0,0.71,0.03,-0.02,0
HIP 67537 b,1,1,Radial Velocity,2017,0,2523.64713000,240.39054000,-94.43206000,0,4.807000,0.313000,-0.151000,0,12.300,,,0,1.100,,,0,4309.11754,1608.84740,-757.70292,0,13.55800,5.06200,-2.38400,0,Mass,0.586000,0.039000,-0.030000,0,0,2.32,0.13,-0.13,0
HIP 70849 b,2,1,Radial Velocity,2009,0,3649.00000000,18.00000000,-18.00000000,0,3.990000,0.060000,-0.070000,0,12.900,,,0,1.150,,,0,1430.22783,127.13136,-95.34852,0,4.50000,0.40000,-0.30000,0,Mass,0.650000,0.020000,-0.010000,0,0,0.65,0.01,-0.01,0
HIP 8541 b,2,2,Radial Velocity,2016,0,1852.14387000,215.24662000,-117.31046000,0,3.729000,0.300000,-0.168000,0,12.600,,,0,1.130,,,0,2451.72833,602.28483,-32.73633,0,7.71400,1.89500,-0.10300,0,Mass,0.360000,0.060000,-0.047000,0,0,2.01,0.12,-0.12,0
HIP 94235 b,2,1,Transit,2022,0,7.71305700,0.00002100,-0.00002100,0,0.078700,0.000560,-0.000170,0,3.000,0.320,-0.280,0,0.268,0.029,-0.025,0,379.00000,,,1,1.19247,,,1,Mass,0.320000,0.200000,-0.200000,0,0,1.09,0.02,-0.01,0
HIP 948 b,1,1,Radial Velocity,2022,0,24955.45756000,8914.75178000,-10015.46337000,0,15.037000,3.315000,-4.464000,0,12.100,,,0,1.080,,,0,6547.26518,3132.51678,-2705.67323,0,20.60000,9.85600,-8.51300,0,Mass,0.230000,0.161000,-0.110000,0,0,0.71,0.08,-0.08,0
HIP 9618 b,1,2,Transit,2023,0,20.77285800,0.00004700,-0.00004700,0,0.145000,0.003000,-0.003000,0,3.828,0.104,-0.088,0,0.342,0.009,-0.008,0,8.30000,1.70000,-1.70000,1,0.02611,0.00535,-0.00535,1,Mass,0.000000,,,0,0,0.94,0.03,-0.03,0
HIP 97166 b,1,2,Transit,2021,0,10.28891400,0.00000640,-0.00000640,0,0.091000,0.002000,-0.002000,0,2.480,0.073,-0.052,0,0.221,0.006,-0.005,0,19.10000,1.60000,-1.50000,0,0.06010,0.00503,-0.00472,0,Mass,0.290000,0.072000,-0.072000,0,0,0.93,0.02,-0.02,0
HIP 97233 b,1,1,Radial Velocity,2014,0,1062.26506000,8.80710000,-9.63078000,0,2.491000,0.049000,-0.051000,0,12.100,,,0,1.080,,,0,6098.17365,1157.84889,-102.97640,0,19.18700,3.64300,-0.32400,0,Mass,0.630000,0.044000,-0.042000,0,0,1.81,0.10,-0.10,0
HIP 99770 b,1,1,Imaging,2023,0,18600.00000000,6200.00000000,-2800.00000000,0,16.900000,3.400000,-1.900000,0,12.200,,,0,1.090,,,0,5117.03735,1716.27340,-1589.14204,0,16.10000,5.40000,-5.00000,0,Mass,0.250000,0.140000,-0.160000,0,0,1.85,0.19,-0.19,0
HR 5183 b,2,1,Radial Velocity,2019,0,27000.00000000,16000.00000000,-8000.00000000,0,18.000000,6.000000,-4.000000,0,13.100,,,0,1.170,,,0,1052.01203,50.85255,-38.13941,0,3.31000,0.16000,-0.12000,0,Mass,0.840000,0.040000,-0.040000,0,0,1.07,0.04,-0.04,0
K2-10 b,1,1,Transit,2015,0,19.30440000,0.00120000,-0.00120000,0,0.137000,0.001500,-0.001500,0,3.840,0.350,-0.340,0,0.343,0.031,-0.030,0,27.00000,17.00000,-16.00000,0,0.08495,0.05349,-0.05034,0,Mass,0.310000,0.160000,-0.180000,0,0,0.92,0.05,-0.05,0
K2-100 b,1,1,Transit,2016,0,1.67390350,0.00000040,-0.00000040,0,0.030100,0.001400,-0.001400,0,3.880,0.160,-0.160,0,0.346,0.014,-0.014,0,21.80000,6.20000,-6.20000,0,0.06859,0.01951,-0.01951,0,Mass,0.000000,,,0,0,1.15,0.05,-0.05,0
K2-107 b,1,1,Transit,2017,0,3.31395900,0.00002400,-0.00002400,0,0.047500,0.000600,-0.000600,0,15.980,0.550,-0.550,0,1.426,0.049,-0.049,0,266.97720,25.42640,-25.42640,0,0.84000,0.08000,-0.08000,0,Mass,0.000000,,,0,0,1.30,0.05,-0.05,0
K2-108 b,1,1,Transit,2017,0,4.73399900,0.00022100,-0.00022700,0,0.058100,0.000900,-0.000900,0,5.330,0.210,-0.210,0,0.476,0.019,-0.019,0,59.40000,4.40000,-4.40000,0,0.18689,0.01384,-0.01384,0,Mass,0.180000,0.042000,-0.042000,0,0,1.17,0.06,-0.06,0
K2-110 b,1,1,Transit,2017,0,13.86375000,0.00026000,-0.00026000,0,0.102070,0.000830,-0.000830,0,2.592,0.098,-0.097,0,0.231,0.009,-0.009,0,15.90000,2.70000,-2.70000,0,0.05003,0.00850,-0.00850,0,Mass,0.130000,,,1,0,0.74,0.02,-0.02,0
K2-111 b,1,2,Transit,2017,0,5.35180000,0.00040000,-0.00040000,0,0.056500,0.000450,-0.000450,0,1.820,0.110,-0.090,0,0.162,0.010,-0.008,0,5.58000,0.74000,-0.73000,0,0.01756,0.00233,-0.00230,0,Mass,0.100000,,,1,0,0.84,0.02,-0.02,0
K2-113 b,1,1,Transit,2017,0,5.81768500,0.00004100,-0.00004100,0,0.064200,0.000900,-0.000900,0,12.140,0.350,-0.350,0,1.083,0.031,-0.031,0,410.00070,41.31790,-44.49620,0,1.29000,0.13000,-0.14000,0,Mass,0.000000,,,0,0,1.04,0.04,-0.04,0
K2-114 b,1,1,Transit,2017,0,11.39093110,0.00000340,-0.00000340,0,0.094300,0.001400,-0.001200,0,10.447,0.347,-0.347,0,0.932,0.031,-0.031,0,638.83510,38.13941,-38.13941,0,2.01000,0.12000,-0.12000,0,Mass,0.081000,0.031000,-0.030000,0,0,0.86,0.04,-0.03,0
K2-115 b,1,1,Transit,2017,0,20.27261500,0.00035600,-0.00034300,0,0.143000,0.001200,-0.001200,0,12.060,0.220,-0.220,0,1.076,0.020,-0.020,0,266.97720,57.20940,-63.56600,0,0.84000,0.18000,-0.20000,0,Mass,0.140000,0.070000,-0.070000,0,0,0.95,0.02,-0.02,0
K2-12 b,1,1,Transit,2015,0,8.28246000,0.00052000,-0.00052000,0,0.079200,0.001600,-0.001300,0,2.440,0.300,-0.140,0,0.218,0.027,-0.012,0,5.20000,,,1,0.01636,,,1,Mass,0.500000,,,1,0,0.97,0.06,-0.05,0
K2-131 b,1,1,Transit,2017,0,0.36930380,0.00000910,-0.00000910,0,0.009360,0.000140,-0.000140,0,1.690,0.085,-0.058,0,0.151,0.008,-0.005,0,7.90000,1.30000,-1.30000,0,0.02486,0.00409,-0.00409,0,Mass,0.000000,,,0,0,0.80,0.03,-0.03,0
K2-132 b,1,1,Transit,2017,0,9.17510000,0.00230000,-0.00270000,0,0.091600,0.000600,-0.000600,0,14.572,0.785,-0.785,0,1.300,0.070,-0.070,0,155.73670,19.06980,-19.06980,0,0.49000,0.06000,-0.06000,0,Mass,0.290000,0.049000,-0.049000,0,0,1.08,0.08,-0.08,0
K2-136 b,2,3,Transit,2017,0,7.97520000,0.00079000,-0.00079000,0,0.070700,0.001200,-0.001200,0,1.014,0.050,-0.049,0,0.090,0.004,-0.004,0,4.30000,,,1,0.01353,,,1,Mass,0.140000,0.120000,-0.110000,0,0,0.74,0.04,-0.04,0
K2-137 b,1,1,Transit,2017,0,0.17971900,0.00002800,-0.00002800,0,0.005800,0.000600,-0.000600,0,0.640,0.100,-0.100,0,0.057,0.009,-0.009,0,158.91500,,,1,0.50000,,,1,Mass,0.000000,,,0,0,0.46,0.05,-0.05,0
K2-138 b,1,6,Transit,2017,0,2.35309000,0.00022000,-0.00022000,0,0.033850,0.000230,-0.000290,0,1.510,0.110,-0.084,0,0.135,0.010,-0.007,0,3.10000,1.05000,-1.05000,0,0.00975,0.00330,-0.00330,0,Mass,0.048000,0.054000,-0.033000,0,0,0.94,0.02,-0.02,0
K2-139 b,1,1,Transit,2017,0,28.38061900,0.00055100,-0.00052800,0,0.179600,0.001500,-0.001500,0,9.110,0.170,-0.170,0,0.813,0.015,-0.015,0,123.00021,26.37989,-23.83725,0,0.38700,0.08300,-0.07500,0,Mass,0.120000,0.120000,-0.080000,0,0,0.96,0.02,-0.02,0
K2-140 b,1,1,Transit,2017,0,6.56918800,0.00003100,-0.00003100,0,0.068000,0.001000,-0.001000,0,13.563,1.009,-1.009,0,1.210,0.090,-0.090,0,295.58042,12.71314,-12.71314,0,0.93000,0.04000,-0.04000,0,Mass,0.000000,,,0,0,0.96,0.06,-0.04,0
K2-141 b,1,2,Transit,2018,0,0.28032440,0.00000150,-0.00000150,0,0.007470,0.000100,-0.000100,0,1.510,0.050,-0.050,0,0.135,0.004,-0.004,0,4.97000,0.35000,-0.34000,0,0.01564,0.00110,-0.00107,0,Mass,0.000000,,,0,0,0.71,0.03,-0.03,0
K2-146 b,1,2,Transit,2018,0,2.64460000,0.00006000,-0.00006000,0,0.024800,0.000200,-0.000200,0,2.050,0.060,-0.060,0,0.183,0.005,-0.005,0,5.77000,0.18000,-0.18000,0,0.01816,0.00024,-0.00024,0,Mass,0.129000,0.019000,-0.019000,0,1,0.33,0.01,-0.01,0
K2-167 b,1,1,Transit,2018,0,9.97748000,0.00000000,0.00000000,0,0.091000,0.002500,-0.002500,0,2.300,0.210,-0.140,0,0.205,0.019,-0.012,0,6.50000,1.60000,-1.50000,0,0.02045,0.00503,-0.00472,0,Mass,0.470000,,,1,0,1.01,0.08,-0.07,0
K2-18 b,1,2,Transit,2015,0,32.93962300,0.00009500,-0.00010000,0,0.142900,0.006000,-0.006500,0,2.370,0.220,-0.220,0,0.211,0.020,-0.020,0,8.92000,1.70000,-1.60000,0,0.02807,0.00535,-0.00503,0,Mass,0.200000,0.080000,-0.080000,0,0,0.36,0.05,-0.05,0
K2-180 b,1,1,Transit,2018,0,8.86565110,0.00001510,-0.00001520,0,0.073400,0.008000,-0.021900,0,2.520,0.240,-0.100,0,0.225,0.021,-0.009,0,11.44182,1.90697,-1.90697,0,0.03600,0.00600,-0.00600,0,Mass,0.000000,,,0,0,0.72,0.04,-0.03,0
K2-182 b,1,1,Transit,2018,0,4.73696830,0.00000230,-0.00000230,0,0.052600,0.000300,-0.000300,0,2.690,0.070,-0.050,0,0.240,0.006,-0.004,0,20.00000,5.00000,-5.00000,0,0.06293,0.01573,-0.01573,0,Mass,0.040000,0.190000,-0.030000,0,0,0.86,0.02,-0.02,0
K2-19 b,1,3,Transit,2015,0,7.92220000,0.00010000,-0.00010000,0,0.074000,0.001200,-0.001200,0,7.000,0.200,-0.200,0,0.624,0.018,-0.018,0,32.40000,1.70000,-1.70000,0,0.10194,0.00535,-0.00535,0,Mass,0.200000,0.030000,-0.030000,0,1,0.88,0.03,-0.03,0
K2-199 b,1,2,Transit,2018,0,3.22539930,0.00000240,-0.00000240,0,0.038200,0.000400,-0.000400,0,1.730,0.050,-0.040,0,0.154,0.004,-0.004,0,6.90000,1.80000,-1.80000,0,0.02171,0.00566,-0.00566,0,Mass,0.020000,0.030000,-0.020000,0,0,0.71,0.02,-0.02,0
K2-216 b,1,1,Transit,2018,0,2.17480000,0.00005000,-0.00005000,0,0.028000,0.003000,-0.007000,0,1.750,0.170,-0.100,0,0.156,0.015,-0.009,0,8.00000,1.60000,-1.60000,0,0.02517,0.00503,-0.00503,0,Mass,0.000000,,,0,0,0.70,0.03,-0.03,0
K2-22 b,2,1,Transit,2015,0,0.38107300,0.00002400,-0.00002400,0,0.009000,0.000000,0.000000,0,2.300,0.100,-0.100,0,0.205,0.009,-0.009,0,444.96200,,,1,1.40000,,,1,Mass,0.190000,0.221175,-0.152914,0,0,0.60,0.06,-0.06,0
K2-222 b,1,1,Transit,2018,0,15.38857000,0.00088000,-0.00088000,0,0.120600,0.002900,-0.002900,0,2.350,0.080,-0.070,0,0.210,0.007,-0.006,0,8.70000,1.70000,-1.70000,0,0.02737,0.00535,-0.00535,0,Mass,0.160000,,,1,0,0.99,0.07,-0.07,0
K2-229 b,1,2,Transit,2018,0,0.58421600,0.00002200,-0.00002200,0,0.013100,0.000000,0.000000,0,1.000,0.020,-0.020,0,0.089,0.002,-0.002,0,2.49000,0.42000,-0.43000,0,0.00783,0.00132,-0.00135,0,Mass,0.000000,,,0,0,0.87,0.01,-0.01,0
K2-232 b,1,1,Transit,2018,0,11.16845400,0.00002300,-0.00002300,0,0.103560,0.000810,-0.000770,0,11.209,0.247,-0.224,0,1.000,0.022,-0.020,0,126.49634,11.75971,-11.75971,0,0.39800,0.03700,-0.03700,0,Mass,0.258000,0.025000,-0.025000,0,0,1.19,0.03,-0.03,0
K2-233 b,1,3,Transit,2018,0,2.46750000,0.00004000,-0.00004000,0,0.033080,0.000100,-0.000090,0,1.343,0.018,-0.016,0,0.120,0.002,-0.001,0,11.26000,,,1,0.03543,,,1,Mass,0.079000,0.048000,-0.029000,0,0,0.79,0.01,-0.01,0
K2-237 b,1,1,Transit,2018,0,2.18053539,0.00000086,-0.00000085,0,0.035580,0.000480,-0.000650,0,16.197,0.549,-0.504,0,1.445,0.049,-0.045,0,433.20012,34.96112,-29.24021,0,1.36300,0.11000,-0.09200,0,Mass,0.042000,0.034000,-0.028000,0,0,1.26,0.05,-0.07,0
K2-238 b,1,1,Transit,2018,0,3.20466000,0.00003000,-0.00003000,0,0.046000,0.007000,-0.006000,0,14.572,1.681,-1.569,0,1.300,0.150,-0.140,0,273.33380,41.31790,-38.13960,0,0.86000,0.13000,-0.12000,0,Mass,0.000000,,,0,0,1.19,0.08,-0.08,0
K2-24 b,1,2,Transit,2016,0,20.88977000,0.00034000,-0.00035000,0,0.154000,0.002000,-0.002000,0,5.400,0.200,-0.200,0,0.482,0.018,-0.018,0,19.00000,2.20000,-2.10000,0,0.05978,0.00692,-0.00661,0,Mass,0.060000,0.010000,-0.010000,0,1,1.07,0.06,-0.06,0
K2-25 b,1,1,Transit,2015,0,3.48456408,0.00000060,-0.00000050,0,0.028700,0.001200,-0.001200,0,3.440,0.120,-0.120,0,0.306,0.011,-0.011,0,24.50000,5.70000,-5.20000,0,0.07709,0.01793,-0.01636,0,Mass,0.428000,0.050000,-0.049000,0,0,0.26,0.01,-0.01,0
K2-260 b,1,1,Transit,2018,0,2.62666570,0.00000180,-0.00000180,0,0.040400,0.001300,-0.001600,0,17.396,0.538,-0.639,0,1.552,0.048,-0.057,0,451.31860,98.52730,-101.70560,0,1.42000,0.31000,-0.32000,0,Mass,0.000000,,,0,0,1.39,0.05,-0.06,0
K2-261 b,1,1,Transit,2018,0,11.63347800,0.00001700,-0.00001700,0,0.103400,0.001500,-0.001600,0,9.528,0.392,-0.381,0,0.850,0.035,-0.034,0,59.75174,7.94571,-7.94571,0,0.18800,0.02500,-0.02500,0,Mass,0.286000,0.064000,-0.069000,0,0,1.09,0.05,-0.05,0
K2-263 b,1,1,Transit,2018,0,50.81894700,0.00009400,-0.00009400,0,0.257300,0.003000,-0.003000,0,2.410,0.120,-0.120,0,0.215,0.011,-0.011,0,14.90000,2.10000,-2.10000,0,0.04688,0.00661,-0.00661,0,Mass,0.150000,,,1,0,0.88,0.03,-0.03,0
